Hospitals,Address,State,Type,Status,COUNTY,Beds,County
SELECT SPECIALTY HOSPITAL - BATTLE CREEK,"300 NORTH AVENUE, 6TH FLOOR",MI,LONG TERM CARE,OPEN,CALHOUN,25,Calhoun
ST JOHN'S EPISCOPAL HOSPITAL SOUTH SHORE,"700 HICKSVILLE RD, STE 210",NY,GENERAL ACUTE CARE,OPEN,NASSAU,257,Nassau
VA MEDICAL CENTER - CASTLE POINT CAMPUS,"100 NEW YORK, 9D",NY,MILITARY,OPEN,DUTCHESS,250,Dutchess
SELECT SPECIALTY HOSPITAL - SAGINAW,"1447 N HARRISON, 7TH & 8TH FLOOR",MI,LONG TERM CARE,OPEN,SAGINAW,32,Saginaw
SELECT SPECIALTY HOSPITAL - ANN ARBOR,"5301 E HURON RIVER DR, 7TH FL",MI,LONG TERM CARE,OPEN,WASHTENAW,36,Washtenaw
SELECT SPECIALTY HOSPITAL-MIAMI,"955 NW 3RD ST, 8TH FLOOR",FL,LONG TERM CARE,OPEN,MIAMI-DADE,47,Miami-Dade
GLENBEIGH,2863 STATE ROUTE 45,OH,PSYCHIATRIC,OPEN,ASHTABULA,114,Ashtabula
OHIOHEALTH REHABILITATION HOSPITAL,"1087 DENNISON AVENUE, 4TH FLOOR",OH,REHABILITATION,OPEN,FRANKLIN,74,Franklin
SHORE REHABILITATION INSTITUTE,"425 JACK MARTIN BOULEVARD, SECOND FLOOR EAST WING",NJ,REHABILITATION,OPEN,OCEAN,40,Ocean
CARE ONE AT HUMC PASCACK VALLEY,"250 OLD HOOK ROAD, FOURTH FLOOR",NJ,LONG TERM CARE,OPEN,BERGEN,25,Bergen
SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO,"2000 TAMARACK ROAD, 2ND FLOOR",OH,LONG TERM CARE,OPEN,LICKING,35,Licking
MADONNA REHABILITATION SPECIALTY HOSPITAL,"2500 BELLEVUE MEDICAL CENTER DRIVE, 4TH FLOOR",NE,LONG TERM CARE,CLOSED,SARPY,32,Sarpy
REGENCY HOSPITAL OF HATTIESBURG,"6051 U.S. HWY 49, 5TH FLOOR",MS,LONG TERM CARE,OPEN,FORREST,33,Forrest
WHITFIELD MEDICAL/SURGICAL HOSPITAL,"OAK CIRCLE, BUILDING 60",MS,GENERAL ACUTE CARE,OPEN,RANKIN,32,Rankin
HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,"5400 GIBSON BOULEVARD SE, 4TH FLOOR",NM,PSYCHIATRIC,OPEN,BERNALILLO,34,Bernalillo
SELECT SPECIALTY HOSPITAL WARREN CAMPUS,"667 EASTLAND AVE SE, 5TH FLOOR",OH,LONG TERM CARE,OPEN,TRUMBULL,25,Trumbull
SONORA BEHAVIORAL HEALTH HOSPITAL (HOSP-PSY),"6050 NORTH CORONA RD, SUITE 3",AZ,PSYCHIATRIC,OPEN,PIMA,70,Pima
MINDEN FAMILY MEDICINE AND COMPLETE CARE,"1649 LUCERNE ST, UNIT A & B",NV,GENERAL ACUTE CARE,CLOSED,DOUGLAS,-999,Douglas
HAMILTON MEMORIAL HOSPITAL DISTRICT,611 S MARSHALL AVENUE,IL,CRITICAL ACCESS,OPEN,HAMILTON,25,Hamilton
MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,IL,CRITICAL ACCESS,OPEN,PERRY,25,Perry
FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,IL,CRITICAL ACCESS,OPEN,SALINE,25,Saline
PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,IL,CRITICAL ACCESS,OPEN,BUREAU,25,Bureau
HOPEDALE MEDICAL COMPLEX,107 TREMONT STREET,IL,CRITICAL ACCESS,OPEN,TAZEWELL,25,Tazewell
SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,IL,CRITICAL ACCESS,OPEN,RANDOLPH,25,Randolph
MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,IL,GENERAL ACUTE CARE,OPEN,MCDONOUGH,95,Mcdonough
ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,OK,GENERAL ACUTE CARE,OPEN,OKLAHOMA,255,Oklahoma
INTEGRIS DEACONESS,5501 NORTH PORTLAND AVENUE,OK,GENERAL ACUTE CARE,OPEN,OKLAHOMA,238,Oklahoma
CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,IL,GENERAL ACUTE CARE,OPEN,MCHENRY,135,Mchenry
SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,OK,GENERAL ACUTE CARE,OPEN,MUSKOGEE,320,Muskogee
LINDSAY MUNICIPAL HOSPITAL,1305 WEST CHEROKEE,OK,GENERAL ACUTE CARE,OPEN,GARVIN,26,Garvin
EDWARD HOSPITAL,801 SOUTH WASHINGTON,IL,GENERAL ACUTE CARE,OPEN,DUPAGE,349,Dupage
COMMUNITY MEMORIAL HOSPITAL,111 WEST 10TH AVENUE,SD,CRITICAL ACCESS,OPEN,SPINK,25,Spink
PAM SPECIALTY HOSPITAL OF TULSA,3219 SOUTH 79TH EAST AVENUE,OK,LONG TERM CARE,OPEN,TULSA,60,Tulsa
HURON REGIONAL MEDICAL CENTER,172 FOURTH STREET SOUTHEAST,SD,CRITICAL ACCESS,OPEN,BEADLE,25,Beadle
FRANKLIN HOSPITAL,201 BAILEY LANE,IL,CRITICAL ACCESS,OPEN,FRANKLIN,25,Franklin
CLAY COUNTY HOSPITAL,911 STACY BURK DRIVE,IL,CRITICAL ACCESS,OPEN,CLAY,18,Clay
LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 W STATE ST,IL,CRITICAL ACCESS,OPEN,LAWRENCE,25,Lawrence
COMMUNITY HOSPITAL,3100 SW 89TH S,OK,GENERAL ACUTE CARE,OPEN,CLEVELAND,45,Cleveland
CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,IL,CRITICAL ACCESS,OPEN,MACOUPIN,25,Macoupin
PROVIDENCE SEWARD MEDICAL CENTER,417 1ST AVENUE,AK,GENERAL ACUTE CARE,OPEN,KENAI PENINSULA,46,Kenai Peninsula
WRANGELL MEDICAL CENTER,310 BENNET STREET,AK,GENERAL ACUTE CARE,OPEN,WRANGELL-PETERSBURG,22,Wrangell-Petersburg
MACON COUNTY GENERAL HOSPITAL,204 MEDICAL DRIVE,TN,CRITICAL ACCESS,OPEN,MACON,25,Macon
DELTA MEDICAL CENTER,3000 GETWELL ROAD,TN,GENERAL ACUTE CARE,OPEN,SHELBY,223,Shelby
BEEBE MEDICAL CENTER,424 SAVANNAH RD,DE,GENERAL ACUTE CARE,OPEN,SUSSEX,210,Sussex
JACKSON - MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,TN,GENERAL ACUTE CARE,OPEN,MADISON,792,Madison
SISKIN HOSPITAL FOR PHYSICAL REHABILITATION,ONE SISKIN PLAZA,TN,REHABILITATION,OPEN,HAMILTON,88,Hamilton
ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL ROAD,MT,LONG TERM CARE,OPEN,YELLOWSTONE,40,Yellowstone
ST. FRANCIS HOSPITAL,701 N CLAYTON ST,DE,GENERAL ACUTE CARE,OPEN,NEW CASTLE,224,New Castle
PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,TN,GENERAL ACUTE CARE,OPEN,PERRY,53,Perry
COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,TN,GENERAL ACUTE CARE,OPEN,PUTNAM,247,Putnam
WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL,616 WEST FORREST AVENUE,TN,REHABILITATION,OPEN,MADISON,48,Madison
KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,KS,GENERAL ACUTE CARE,OPEN,BUTLER,58,Butler
ADVANTHEALTH OTTAWA RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,KS,GENERAL ACUTE CARE,OPEN,FRANKLIN,44,Franklin
LOGAN COUNTY HOSPITAL,211 CHERRY AVENUE,KS,GENERAL ACUTE CARE,OPEN,LOGAN,71,Logan
NESS COUNTY HOSPITAL,312 CUSTER STREET,KS,GENERAL ACUTE CARE,OPEN,NESS,63,Ness
ST CATHERINE HOSPITAL,401 EAST SPRUCE,KS,GENERAL ACUTE CARE,OPEN,FINNEY,132,Finney
SUMMIT SURGICAL LLC,1818 EAST 23RD AVENUE,KS,GENERAL ACUTE CARE,OPEN,RENO,10,Reno
CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,HI,GENERAL ACUTE CARE,OPEN,HONOLULU,160,Honolulu
PROFESSIONAL HOSP INC - MANATI,PR-2 KM 49.5 INTERSECCION 685,PR,GENERAL ACUTE CARE,CLOSED,MANATI,-999,Manati
HOSP SAN ANTONIO INC,CALLE POST 18 NORTE,PR,GENERAL ACUTE CARE,OPEN,MAYAGUEZ,-999,Mayaguez
F. W. HUSTON MEDICAL CENTER,408 DELAWARE ST,KS,GENERAL ACUTE CARE,OPEN,JEFFERSON,74,Jefferson
GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,KS,GENERAL ACUTE CARE,OPEN,GOVE,70,Gove
STAFFORD COUNTY HOSPITAL,502 S BUCKEYE,KS,GENERAL ACUTE CARE,OPEN,STAFFORD,25,Stafford
THE KANSAS REHABILITATION HOSPITAL,1504 SW 8TH AVENUE,KS,REHABILITATION,OPEN,SHAWNEE,59,Shawnee
WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,KS,GENERAL ACUTE CARE,OPEN,COWLEY,25,Cowley
SUMNER COMMUNITY HOSPITAL,1323 NORTH A ST,KS,GENERAL ACUTE CARE,OPEN,SUMNER,61,Sumner
HOSP METROPOLITANO DE SAN GERMAN,CALLE JAVILLA AL COSTADO PARQUE DE BOMBAS,PR,SPECIAL,OPEN,SAN GERMAN,40,San German
HOSP INDUSTRIAL C.F.S.E.,PUERTO RICO MEDICAL CENTER,PR,GENERAL ACUTE CARE,OPEN,SAN JUAN,108,San Juan
HOSP PAVIA SANTURCE,1462 ASIA STREET,PR,GENERAL ACUTE CARE,OPEN,SAN JUAN,215,San Juan
CPC HOSP SAN JUAN CAPESTRANO,CARR PR-877 KM 1.6 CAMINO LAS LOMAS,PR,PSYCHIATRIC,OPEN,SAN JUAN,108,San Juan
HOSP MUNICIPAL DE SAN JUAN DR RAFAEL LOPEZ NUSSA,CENTRO MEDICO,PR,GENERAL ACUTE CARE,OPEN,SAN JUAN,-999,San Juan
CENTRO DE SALUD COMUNAL DE CULEBRA,C/WILLIAM FONT FINAL,PR,GENERAL ACUTE CARE,CLOSED,CULEBRA,-999,Culebra
NORTON HEALTHCARE PAVILION,315 EAST BROADWAY,KY,GENERAL ACUTE CARE,OPEN,JEFFERSON,264,Jefferson
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"4007 EST DIAMOND RUBY, CHRISTIANSTED",VI,GENERAL ACUTE CARE,OPEN,NOT AVAILABLE,188,Not Available
COMMONWEALTH HEALTH CENTER,"NAVY HILL ROAD, PO BOX 409CK",MP,GENERAL ACUTE CARE,OPEN,NOT AVAILABLE,-999,Not Available
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 WEST RANDOL MILL ROAD,TX,GENERAL ACUTE CARE,OPEN,TARRANT,369,Tarrant
BAYLOR EMERGENCY MEDICAL CENTER AT AUBREY,26791 HIGHWAY 380,TX,GENERAL ACUTE CARE,OPEN,DENTON,8,Denton
ASCENSION SETON MEDICAL CENTER AUSTIN,1201 WEST 38TH STREET,TX,GENERAL ACUTE CARE,OPEN,TRAVIS,530,Travis
CARE REGIONAL MEDICAL CENTER,1711 WEST WHEELER AVENUE,TX,GENERAL ACUTE CARE,OPEN,SAN PATRICIO,75,San Patricio
ABILENE REGIONAL MEDICAL CENTER,6250 US HIGHWAY 83-84 AT ANTILLEY ROAD,TX,GENERAL ACUTE CARE,OPEN,TAYLOR,231,Taylor
CHRISTUS ST MICHAEL HOSPITAL - ATLANTA,1007 SOUTH WILLIAM STREET,TX,GENERAL ACUTE CARE,OPEN,CASS,43,Cass
BAPTIST HOSPITALS OF SOUTHEAST TEXAS,3080 COLLEGE STREET,TX,GENERAL ACUTE CARE,OPEN,JEFFERSON,363,Jefferson
CENTRAL HOSPITAL OF BOWIE,705 EAST GREENWOOD AVENUE,TX,GENERAL ACUTE CARE,OPEN,MONTAGUE,49,Montague
STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,TX,GENERAL ACUTE CARE,OPEN,STEPHENS,40,Stephens
DIMMIT COUNTY MEMORIAL HOSPITAL,704 HOSPITAL DRIVE,TX,GENERAL ACUTE CARE,OPEN,DIMMIT,48,Dimmit
CONSULATE HEALTH CARE OF PENSACOLA,235 W AIRPORT BLVD,FL,REHABILITATION,OPEN,ESCAMBIA,120,Escambia
NAVARRO REGIONAL HOSPITAL,3201 TEXAS 22,TX,GENERAL ACUTE CARE,OPEN,NAVARRO,162,Navarro
COON MEMORIAL HOSPITAL AND HOME,1411 DENVER AVENUE,TX,GENERAL ACUTE CARE,OPEN,HARTLEY,21,Hartley
SELECT SPECIALTY HOSPITAL - SOUTH DALLAS,800 KIRNWOOD DRIVE,TX,GENERAL ACUTE CARE,CLOSED,DALLAS,100,Dallas
CHILDREN'S MEDICAL CENTER OF DALLAS,1935 MEDICAL DISTRICT STREET,TX,GENERAL ACUTE CARE,OPEN,DALLAS,487,Dallas
PARKLAND MEMORIAL HOSPITAL,5201 HARRY HINES BOULEVARD,TX,GENERAL ACUTE CARE,OPEN,DALLAS,870,Dallas
PINE CREEK MEDICAL CENTER,9032 HARRY HINES BOULEVARD,TX,GENERAL ACUTE CARE,OPEN,DALLAS,18,Dallas
THE RENFREW CENTER OF FLORIDA,7700 RENFREW LANE,FL,PSYCHIATRIC,OPEN,BROWARD,40,Broward
HIGH POINT TREATMENT CENTER,5960 SW 106TH AVE,FL,PSYCHIATRIC,CLOSED,BROWARD,88,Broward
UNIVERSITY PAVILION - PSYCHIATRIC HOSPITAL,7425 N UNIVERSITY DR,FL,PSYCHIATRIC,OPEN,BROWARD,60,Broward
LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,TX,GENERAL ACUTE CARE,OPEN,EL PASO,287,El Paso
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST FORT WORTH,6100 HARRIS PARKWAY,TX,GENERAL ACUTE CARE,OPEN,TARRANT,222,Tarrant
BAYLOR SCOTT & WHITE MEDICAL CENTER - CENTENNIAL,12505 LEBANON ROAD,TX,GENERAL ACUTE CARE,OPEN,COLLIN,118,Collin
GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,TX,GENERAL ACUTE CARE,OPEN,SOMERVELL,16,Somervell
HCA HOUSTON HEALTHCARE WEST,12141 RICHMOND AVENUE,TX,GENERAL ACUTE CARE,OPEN,HARRIS,302,Harris
SHRINERS HOSPITALS FOR CHILDREN,6977 MAIN STREET,TX,GENERAL ACUTE CARE,OPEN,HARRIS,40,Harris
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER ROAD,TX,GENERAL ACUTE CARE,OPEN,HARRIS,426,Harris
HCA HOUSTON HEALTHCARE MEDICAL CENTER,1313 HERMANN DRIVE,TX,GENERAL ACUTE CARE,OPEN,HARRIS,444,Harris
TRIUMPH HOSPITAL CENTRAL HOUSTON,105 DREW STREET,TX,GENERAL ACUTE CARE,CLOSED,HARRIS,40,Harris
ST. LUKE'S HOSPITAL AT THE VINTAGE,20171 CHASEWOOD PARK DRIVE,TX,GENERAL ACUTE CARE,OPEN,HARRIS,106,Harris
TOWNSEN MEMORIAL HOSPITAL,1475 FM 1960 BYPASS EAST,TX,GENERAL ACUTE CARE,OPEN,HARRIS,5,Harris
MEDICAL CITY LAS COLINAS,6800 NORTH MACARTHUR BOULEVARD,TX,GENERAL ACUTE CARE,OPEN,DALLAS,100,Dallas
UT HEALTH EAST TEXAS JACKSONVILLE,501 SOUTH RAGSDALE STREET,TX,GENERAL ACUTE CARE,OPEN,CHEROKEE,74,Cherokee
METHODIST HOSPITAL SOUTH,1905 HIGHWAY 97 EAST,TX,GENERAL ACUTE CARE,OPEN,ATASCOSA,67,Atascosa
MEMORIAL HERMANN SPECIALTY HOSPITAL KINGWOOD,300 KINGWOOD MEDICAL DRIVE,TX,GENERAL ACUTE CARE,OPEN,HARRIS,10,Harris
MEDICAL ARTS HOSPITAL,2200 NORTH BRYAN AVENUE,TX,GENERAL ACUTE CARE,OPEN,DAWSON,22,Dawson
GRACE MEDICAL CENTER,2412 50TH STREET,TX,GENERAL ACUTE CARE,OPEN,LUBBOCK,123,Lubbock
PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET,TX,GENERAL ACUTE CARE,OPEN,LIMESTONE,59,Limestone
"VIBRA HOSPITAL OF SPRINGFIELD, LLC",701 N. WALNUT STREET,IL,LONG TERM CARE,OPEN,SANGAMON,50,Sangamon
FAYETTE COUNTY HOSPITAL,650 W. TAYLOR STREET,IL,CRITICAL ACCESS,OPEN,FAYETTE,110,Fayette
BAYLOR SCOTT & WHITE MEDICAL CENTER - PLANO,4700 ALLIANCE BOULEVARD,TX,GENERAL ACUTE CARE,OPEN,COLLIN,160,Collin
REFUGIO COUNTY MEMORIAL HOSPITAL DISTRICT,107 SWIFT STREET,TX,GENERAL ACUTE CARE,OPEN,REFUGIO,20,Refugio
STARR COUNTY MEMORIAL HOSPITAL,2573 HOSPITAL COURT,TX,GENERAL ACUTE CARE,OPEN,STARR,48,Starr
SOUTHCROSS HOSPITAL SAN ANTONIO,4243 EAST SOUTHCROSS BOULEVARD,TX,GENERAL ACUTE CARE,CLOSED,BEXAR,20,Bexar
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 SOUTHLAKE BOULEVARD,TX,GENERAL ACUTE CARE,OPEN,TARRANT,16,Tarrant
HOUSTON METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,TX,GENERAL ACUTE CARE,OPEN,FORT BEND,319,Fort Bend
HCA HOUSTON HEALTHCARE MAINLAND MEDICAL CENTER,6801 EMMETT F. LOWRY EXPRESSWAY,TX,GENERAL ACUTE CARE,OPEN,GALVESTON,223,Galveston
ST. LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKES WAY,TX,GENERAL ACUTE CARE,OPEN,MONTGOMERY,227,Montgomery
ST. LUKE'S LAKESIDE HOSPITAL,17400 ST LUKE'S WAY,TX,GENERAL ACUTE CARE,OPEN,MONTGOMERY,30,Montgomery
WASHINGTON COUNTY HOSPITAL,705 SOUTH GRAND AVENUE,IL,CRITICAL ACCESS,OPEN,WASHINGTON,50,Washington
BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114 E,TX,GENERAL ACUTE CARE,OPEN,DENTON,20,Denton
BAYLOR MEDICAL CENTER AT WAXAHACHIE,1405 WEST JEFFERSON STREET,TX,GENERAL ACUTE CARE,OPEN,ELLIS,69,Ellis
OAKBEND MEDICAL CENTER WHARTON CAMPUS,10141 US 59 ROAD,TX,GENERAL ACUTE CARE,OPEN,WHARTON,161,Wharton
TYLER COUNTY HOSPITAL,1100 WEST BLUFF STREET,TX,GENERAL ACUTE CARE,OPEN,TYLER,49,Tyler
ALTUS LUMBERTON LP,137 NORTH LHS DRIVE,TX,GENERAL ACUTE CARE,CLOSED,HARDIN,-999,Hardin
MEDICAL CITY FRISCO,5500 FRISCO SQUARE BOULEVARD,TX,GENERAL ACUTE CARE,OPEN,COLLIN,54,Collin
HEREFORD REGIONAL MEDICAL CENTER,540 WEST 15TH STREET,TX,GENERAL ACUTE CARE,OPEN,DEAF SMITH,42,Deaf Smith
WESTSIDE SURGICAL HOSPTIAL,4200 TWELVE OAKS DRIVE,TX,GENERAL ACUTE CARE,OPEN,HARRIS,12,Harris
METROPOLITAN METHODIST HOSPITAL,1310 MCCULLOUGH AVE,TX,GENERAL ACUTE CARE,OPEN,BEXAR,354,Bexar
BAPTIST EMERGENCY HOSPITAL - OVERLOOK,26515 NORTH US HIGHWAY 281,TX,GENERAL ACUTE CARE,OPEN,BEXAR,8,Bexar
BAPTIST EMERGENCY HOSPITAL - HAUSMAN,8230 NORTH 1604 WEST,TX,GENERAL ACUTE CARE,OPEN,BEXAR,8,Bexar
MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,TX,GENERAL ACUTE CARE,OPEN,MATAGORDA,58,Matagorda
HCA HOUSTON HEALTHCARE PEARLAND MEDICAL CENTER,11100 SHADOW CREEK PARKWAY,TX,GENERAL ACUTE CARE,OPEN,BRAZORIA,34,Brazoria
METHODIST RICHARDSON MEDICAL CENTER,2831 E PRESIDENT GEORGE BUSH HWY,TX,GENERAL ACUTE CARE,OPEN,COLLIN,183,Collin
LITTLE RIVER HEALTHCARE - CAMERON HOSPITAL,806 NORTH CROCKETT AVENUE,TX,GENERAL ACUTE CARE,OPEN,MILAM,10,Milam
FIRST TEXAS HOSPITAL,1401 E TRINITY MILLS RD,TX,GENERAL ACUTE CARE,OPEN,DALLAS,50,Dallas
SELECT SPECIALTY HOSPITAL - CLEVELAND FAIRHILL,11900 FAIRHILL ROAD,OH,LONG TERM CARE,OPEN,CUYAHOGA,68,Cuyahoga
KINGS DAUGHTERS MEDICAL CENTER OHIO,1901 ARGONNE ROAD,OH,GENERAL ACUTE CARE,OPEN,SCIOTO,10,Scioto
OAKBEND MEDICAL CENTER - WILLIAMS WAY,22003 SOUTHWEST FREEWAY,TX,GENERAL ACUTE CARE,OPEN,FORT BEND,57,Fort Bend
CHI ST LUKES HEALTH - SPRINGWOODS VILLAGE,2255 E MOSSY OAKS RD,TX,GENERAL ACUTE CARE,OPEN,HARRIS,4,Harris
LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,OH,PSYCHIATRIC,OPEN,WARREN,34,Warren
MCCALLEN MEDICAL CENTER,301 WEST EXPRESSWAY 83,TX,GENERAL ACUTE CARE,OPEN,HIDALGO,441,Hidalgo
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI SHORELINE,600 ELIZABETH STREET,TX,GENERAL ACUTE CARE,OPEN,NUECES,557,Nueces
BLUERIDGE VISTA HEALTH AND WELLNESS,5500 VERULAM AVENUE,OH,PSYCHIATRIC,OPEN,HAMILTON,44,Hamilton
SUMMIT BEHAVIORAL HEALTHCARE,1101 SUMMIT ROAD,OH,PSYCHIATRIC,OPEN,HAMILTON,291,Hamilton
BAYLOR EMERGENCY MEDICAL CENTER,5500 COLLEYVILLE BOULEVARD,TX,GENERAL ACUTE CARE,OPEN,TARRANT,8,Tarrant
SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,VA,GENERAL ACUTE CARE,OPEN,ROCKINGHAM,238,Rockingham
VALLEY HEALTH SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,VA,CRITICAL ACCESS,OPEN,SHENANDOAH,25,Shenandoah
ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,KS,CRITICAL ACCESS,OPEN,ALLEN,25,Allen
CHEROKEE NATION W. W. HASTINGS HOSPITAL,100 SOUTH BLISS AVENUE,OK,CRITICAL ACCESS,OPEN,CHEROKEE,-999,Cherokee
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH “B” STREET,NM,CRITICAL ACCESS,OPEN,MCKINLEY,28,Mckinley
CHOCTAW NATION INDIAN HOSPITAL (TALIHINA),ONE CHOCTAW WAY,OK,CRITICAL ACCESS,OPEN,LATIMER,-999,Latimer
99TH MEDICAL GROUP - MIKE O'CALLAGHAN FEDERAL MEDICAL CENTER,4700 LAS VEGAS BLVD N,NV,MILITARY,OPEN,CLARK,-999,Clark
WILLIAM JENNINGS BRYAN DORN VA MEDICAL CENTER,6439 GARNERS FERRY RD,SC,MILITARY,OPEN,RICHLAND,-999,Richland
NAVOS,2600 SW HOLDEN STREET,WA,PSYCHIATRIC,OPEN,KING,40,King
FAITH REGIONAL HEALTH SERVICES EAST CAMPUS,1500 KOENIGSTEIN AVE,NE,GENERAL ACUTE CARE,OPEN,MADISON,20,Madison
SHERIDAN MEMORIAL HOSPITAL,1401 WEST 5TH STREET,WY,GENERAL ACUTE CARE,OPEN,SHERIDAN,88,Sheridan
WESTERVILLE MEDICAL CAMPUS,300 POLARIS PKWY,OH,GENERAL ACUTE CARE,CLOSED,DELAWARE,-999,Delaware
PINE VALLEY SPECIALTY HOSPITAL,6160 SOUTH LOOP EAST,TX,LONG TERM CARE,OPEN,HARRIS,59,Harris
HOUSTON METHODIST CONTINUING CARE HOSPITAL,701 SOUTH FRY,TX,LONG TERM CARE,OPEN,HARRIS,102,Harris
KINDRED HOSPITAL BAY AREA,4801 EAST SAM HOUSTON PARKWAY SOUTH,TX,LONG TERM CARE,OPEN,HARRIS,74,Harris
NEXUS SPECIALTY HOSPITAL-SHENANDOAH CAMPUS,123 VISION PARK DRIVE,TX,LONG TERM CARE,OPEN,MONTGOMERY,54,Montgomery
PROMISE HOSPITAL OF DALLAS,7955 HARRY HINES BOULEVARD,TX,LONG TERM CARE,OPEN,DALLAS,66,Dallas
PARIS REGIONAL MEDICAL CENTER - NORTH CAMPUS,865 DESHONG DRIVE,TX,GENERAL ACUTE CARE,OPEN,LAMAR,154,Lamar
OPTIM MEDICAL CENTER SCREVEN,215 MIMS ROAD,GA,CRITICAL ACCESS,OPEN,SCREVEN,25,Screven
KINDRED HOSPITAL SPRING,205 HOLLOW TREE LANE,TX,LONG TERM CARE,OPEN,HARRIS,115,Harris
KINDRED HOSPITAL TOMBALL,505 GRAHAM DRIVE,TX,LONG TERM CARE,OPEN,HARRIS,75,Harris
CORNERSTONE SPECIALITY HOSPITAL AUSTIN - ROUND ROCK,4681 COLLEGE PARK DRIVE,TX,LONG TERM CARE,OPEN,WILLIAMSON,54,Williamson
MULESHOE AREA MEDICAL CENTER,708 SOUTH FIRST STREET,TX,CRITICAL ACCESS,OPEN,BAILEY,25,Bailey
LIFECARE HOSPITALS OF SAN ANTONIO,8902 FLOYD CURL DRIVE,TX,LONG TERM CARE,OPEN,BEXAR,62,Bexar
KOHALA HOSPITAL,54-383 HOSPITAL RD,HI,GENERAL ACUTE CARE,OPEN,HAWAII,28,Hawaii
AUSTIN STATE HOSPITAL,4110 GUADALUPE STREET,TX,PSYCHIATRIC,OPEN,TRAVIS,314,Travis
MILLWOOD HOSPITAL,1011 NORTH COOPER STREET,TX,PSYCHIATRIC,OPEN,TARRANT,122,Tarrant
BAYVIEW BEHAVIORAL HOSPITAL,6629 WOOLDRIDGE,TX,PSYCHIATRIC,OPEN,NUECES,68,Nueces
EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,TX,PSYCHIATRIC,OPEN,EL PASO,74,El Paso
RIVERSIDE GENERAL HOSPITAL,3204 ENNIS STREET,TX,PSYCHIATRIC,CLOSED,HARRIS,98,Harris
HARRIS COUNTY PSYCHIATRIC CENTER,2800 SOUTH MACGREGOR WAY,TX,PSYCHIATRIC,OPEN,HARRIS,16,Harris
CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,TX,PSYCHIATRIC,OPEN,HARRIS,96,Harris
RUSK STATE HOSPITAL,805 NORTH DICKINSON DRIVE,TX,PSYCHIATRIC,OPEN,CHEROKEE,330,Cherokee
CLARITY CHILD GUIDANCE CENTER,8535 TOM SLICK DRIVE,TX,PSYCHIATRIC,OPEN,BEXAR,66,Bexar
TIMBERLAWN MENTAL HEALTH SYSTEM,4600 SAMUELL BOULEVARD,TX,PSYCHIATRIC,OPEN,DALLAS,144,Dallas
