FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B25010_001E,B25010_001M,B25010_002E,B25010_002M,B25010_003E,B25010_003M,B01001_001E,B01001_001M,B01001_calc_PopDensity,created_user,created_date,last_edited_user,last_edited_date,B01001_calc_PopDensityM,SHAPE_Length,SHAPE_Area
1732,00835899,31155,1943236717,24688496,Saunders County,Nebraska,2.49,0.06,2.55,0.07,2.28,0.18,21024,,10.8190627606384,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.99443174748239,0.211335691242056
1733,00835900,31157,1915079306,15397684,Scotts Bluff County,Nebraska,2.43,0.06,2.45,0.08,2.38,0.11,36255,,18.9313308782629,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.98777587078389,0.209294309173747
1734,00835901,31159,1479995670,11542537,Seward County,Nebraska,2.38,0.04,2.49,0.07,2.11,0.15,17127,,11.5723311541851,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.61117994966341,0.159330031554439
1735,00835902,31161,6322057033,74718659,Sheridan County,Nebraska,2.27,0.11,2.18,0.11,2.49,0.23,5234,,0.827895093745511,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.55132291221446,0.700624321351923
1736,00835903,31163,1465489231,15062146,Sherman County,Nebraska,2.2,0.13,2.21,0.14,2.16,0.23,3042,,2.07575732093524,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.61407380152567,0.158982647215421
1737,00835904,31165,5352724893,1681023,Sioux County,Nebraska,2.19,0.15,2.18,0.19,2.19,0.27,1266,72,0.236515050802556,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0134510929366382,3.29885832592542,0.586298560932666
1738,00835905,31167,1107500701,8789497,Stanton County,Nebraska,2.47,0.09,2.51,0.11,2.22,0.32,5992,,5.41038032263963,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.39283819263074,0.121147408106397
1739,00835906,31169,1486153243,3025339,Thayer County,Nebraska,2.17,0.07,2.21,0.1,2,0.21,5098,,3.43033265513656,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.6025239451758,0.15745977748876
1740,00835907,31171,1846403705,2028433,Thomas County,Nebraska,2.21,0.21,2.37,0.23,1.78,0.35,645,72,0.34932772191334,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0389947224461402,1.85010188877807,0.200594562994778
1741,00835908,31173,1019377261,6458662,Thurston County,Nebraska,3.26,0.05,3.06,0.11,3.56,0.17,7140,,7.00427630982834,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.64125874143209,0.111747766388482
1742,00835909,31175,1471402793,6076916,Valley County,Nebraska,2.26,0.09,2.32,0.12,2.08,0.27,4224,61,2.87072990488744,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0414570369787248,1.61435351474343,0.159488405944731
1743,00835910,31177,1009985080,8388605,Washington County,Nebraska,2.45,0.04,2.56,0.07,2.03,0.17,20219,,20.0191076089956,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.6979958843905,0.109868860473122
1744,00835911,31179,1147147015,1084590,Wayne County,Nebraska,2.22,0.09,2.45,0.1,1.81,0.2,9367,,8.1654747626223,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.61199853931921,0.12518040860207
1745,00835912,31181,1489017963,337241,Webster County,Nebraska,2.3,0.11,2.42,0.12,1.88,0.22,3571,,2.39822492994331,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60234824213188,0.157478788933611
1746,00835913,31183,1489717865,1059454,Wheeler County,Nebraska,2.3,0.25,2.31,0.26,2.3,0.53,822,102,0.551782333629999,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.068469340669416,1.62600282229938,0.161784008387503
1747,00835914,31185,1482793604,8595508,York County,Nebraska,2.25,0.07,2.38,0.09,1.93,0.17,13799,,9.30608276349161,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.61205485166073,0.159314952075598
1748,00858638,32001,12770128155,242405502,Churchill County,Nevada,2.39,0.07,2.37,0.1,2.42,0.18,24010,,1.88016907180365,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.96533849879563,1.36419711345812
1749,00863600,32003,20439281456,438411489,Clark County,Nevada,2.76,0.02,2.81,0.02,2.7,0.02,2141574,,104.777362384789,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,7.40377412673865,2.09252087935801
1750,00858643,32005,1838170321,72317571,Douglas County,Nevada,2.31,0.04,2.29,0.04,2.36,0.11,47828,,26.0193516637678,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.4506197107568,0.198418879056536
1751,00857664,32007,44468026648,85777240,Elko County,Nevada,2.91,0.07,2.94,0.08,2.82,0.17,52252,,1.17504652080958,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,9.56620218923472,4.77904052895135
1752,00858641,32009,9277050043,18552010,Esmeralda County,Nevada,2.15,0.28,2,0.27,2.35,0.48,981,167,0.105744821409066,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0180014120033782,4.27304626855149,0.950760209461477
1753,00858640,32011,10814958255,11082875,Eureka County,Nevada,2.43,0.3,2.52,0.33,2.19,0.69,1830,167,0.169210084482198,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0154415760155886,5.23073481635977,1.1415660218277
1754,00863310,32013,24969533292,44196978,Humboldt County,Nevada,2.66,0.1,2.62,0.12,2.78,0.29,16904,,0.676985020197229,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,7.57176031535646,2.69360860591427
1755,00863368,32015,14219341092,76104322,Lander County,Nevada,2.73,0.21,2.66,0.2,2.99,0.79,5746,,0.40409748685421,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,6.36253197116566,1.50631559357548
1756,00863992,32017,27540342238,9802713,Lincoln County,Nevada,2.27,0.17,2.41,0.23,1.86,0.33,5174,,0.187869851263538,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,7.3823492593709,2.81262848465128
1757,00858645,32019,5183173264,59602530,Lyon County,Nevada,2.58,0.06,2.48,0.07,2.81,0.13,53155,,10.2553006223409,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.7813271328999,0.545327916028936
1758,00858644,32021,9719815194,155746679,Mineral County,Nevada,2.26,0.2,2.12,0.25,2.54,0.39,4448,,0.457621869471935,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.06327888938536,1.02040416392969
1759,00863599,32023,47090938910,43207981,Nye County,Nevada,2.31,0.06,2.29,0.09,2.37,0.19,43705,,0.928097867904669,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,11.1542344513858,4.83792782672376
1760,00858646,32027,15634691950,79934815,Pershing County,Nevada,2.42,0.16,2.37,0.17,2.58,0.41,6611,,0.422841717709699,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.80708287894293,1.66802232908876
1761,00858642,32029,683680817,1881020,Storey County,Nevada,2.44,0.25,2.42,0.26,2.63,0.94,3941,,5.76438580987713,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.52519939520729,0.0717355494156059
1762,00858608,32031,16320597789,620919233,Washoe County,Nevada,2.5,0.02,2.57,0.03,2.41,0.04,450486,,27.6022977726726,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,7.55374228848959,1.80436269281626
1763,00858615,32033,22985104184,54678877,White Pine County,Nevada,2.34,0.12,2.37,0.17,2.23,0.28,9737,,0.423622182525409,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,6.38732033900459,2.41072181347518
1764,00863219,32510,374672862,32584237,Carson City,Nevada,2.33,0.03,2.31,0.07,2.35,0.07,54467,,145.372151346259,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.22869842607817,0.0424375342801221
1765,00873174,33001,1040771458,176549428,Belknap County,New Hampshire,2.41,0.06,2.48,0.07,2.21,0.13,60640,,58.2644725063166,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.81743714713587,0.135514681843237
1766,00873175,33003,2413511276,159624443,Carroll County,New Hampshire,2.24,0.07,2.29,0.08,2.06,0.13,47840,,19.8217429003634,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.9505342825535,0.2881289919004
1767,00873176,33005,1830367249,57589032,Cheshire County,New Hampshire,2.37,0.04,2.5,0.04,2.07,0.09,76263,,41.6654089727979,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.2606294686076,0.208147167152512
1768,00873177,33007,4647907788,92560510,Coos County,New Hampshire,2.16,0.04,2.26,0.06,1.93,0.09,32038,,6.89299389344942,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.54583378250154,0.538039567441669
1769,00873178,33009,4425249656,106464220,Grafton County,New Hampshire,2.39,0.04,2.56,0.05,2.01,0.1,89811,,20.2951261468896,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.87158286456902,0.508005393170012
1770,00873179,33011,2270232096,41279762,Hillsborough County,New Hampshire,2.53,0.02,2.68,0.03,2.25,0.04,411087,,181.077080499526,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.60102691195942,0.254827698855997
1771,00873180,33013,2416139337,57236576,Merrimack County,New Hampshire,2.47,0.03,2.62,0.04,2.09,0.06,149452,,61.855704143937,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.58028442984184,0.274355333128188
1772,00873181,33015,1801042594,258639092,Rockingham County,New Hampshire,2.52,0.02,2.66,0.03,2.06,0.06,305129,,169.417981016389,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.4368677102616,0.207746401869798
1773,00873182,33017,951960024,38940456,Strafford County,New Hampshire,2.46,0.04,2.59,0.04,2.19,0.06,128237,,134.708387712718,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.05889478157574,0.109913179778604
1774,00873183,33019,1392231688,37791729,Sullivan County,New Hampshire,2.39,0.05,2.44,0.07,2.25,0.12,43125,,30.9754478164126,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.14750101304397,0.158787416665642
1775,00882270,34001,1438772543,301272800,Atlantic County,New Jersey,2.63,0.03,2.68,0.04,2.53,0.07,268539,,186.644512578803,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.03983039865819,0.165744514887062
1776,00882271,34003,602910975,35355101,Bergen County,New Jersey,2.72,0.02,2.9,0.02,2.39,0.03,929999,,1542.51463078774,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.3533615187458,0.0682698967699731
1777,00882272,34005,2070244951,54026208,Burlington County,New Jersey,2.63,0.03,2.72,0.03,2.34,0.04,446367,,215.610717844953,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.43593808465603,0.223646803975099
1778,00882273,34007,573295201,15719274,Camden County,New Jersey,2.67,0.02,2.82,0.03,2.38,0.05,507367,,885.001303194233,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.55672145658422,0.0619464196754243
1779,00882274,34009,651402591,955184422,Cape May County,New Jersey,2.28,0.04,2.28,0.05,2.31,0.1,93705,,143.851131841752,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.53961250181765,0.0771225840311165
1780,00882275,34011,1251898433,503712952,Cumberland County,New Jersey,2.77,0.03,2.77,0.06,2.79,0.1,153400,,122.533902077342,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.04136857996905,0.136621075181234
1781,00882276,34013,326557460,8638172,Essex County,New Jersey,2.73,0.02,3.06,0.03,2.47,0.02,793555,,2430.06238473315,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.10478415794966,0.0357611825106235
1782,00882277,34015,833904538,38332188,Gloucester County,New Jersey,2.74,0.02,2.86,0.03,2.27,0.07,290852,,348.783328002467,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.81068600965795,0.0916197389275619
1783,00882278,34017,119632168,41967364,Hudson County,New Jersey,2.59,0.02,2.73,0.04,2.52,0.02,668631,,5589.05694996684,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,0.78659997368555,0.0160102562671069
1784,00882228,34019,1108065331,24782521,Hunterdon County,New Jersey,2.56,0.02,2.65,0.03,2.11,0.1,125051,,112.855259073167,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.78184764815996,0.12046895499621
1785,00882229,34021,581281416,11451147,Mercer County,New Jersey,2.71,0.02,2.78,0.03,2.58,0.05,368762,,634.394958878231,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.54768458113346,0.0627707835425151
1786,00882230,34023,800871212,35459038,Middlesex County,New Jersey,2.8,0.01,2.89,0.03,2.66,0.04,826698,,1032.24836604565,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.58660364459265,0.0874943434812205
1787,00882910,34025,1212563775,511008987,Monmouth County,New Jersey,2.64,0.02,2.78,0.02,2.25,0.04,623387,,514.106567301996,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.12696151646174,0.133279467361221
1788,00882231,34027,1192855212,54286849,Morris County,New Jersey,2.68,0.02,2.83,0.02,2.25,0.05,494383,,414.453485239917,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.40607969448909,0.133202392200857
1789,00882279,34029,1627449879,741964749,Ocean County,New Jersey,2.6,0.02,2.51,0.02,2.94,0.06,591939,,363.721800368882,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.14719919146227,0.206252804760096
1790,00882232,34031,481767290,32057601,Passaic County,New Jersey,3.03,0.03,3.06,0.04,2.98,0.04,504041,,1046.23333809151,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.56360825590731,0.0550208093983599
1791,00882233,34033,859473753,105431093,Salem County,New Jersey,2.59,0.05,2.63,0.06,2.48,0.12,63336,,73.6916046347258,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.06330871462861,0.0946513843446511
1792,00882234,34035,781816438,8009058,Somerset County,New Jersey,2.78,0.02,2.88,0.03,2.48,0.06,330176,,422.319081502863,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.71659478380736,0.0839866695821151
1793,00882236,34037,1343479727,43307978,Sussex County,New Jersey,2.63,0.03,2.71,0.03,2.26,0.09,142298,,105.91748959082,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.68531213520827,0.148732440715781
1794,00882235,34039,266160325,7056624,Union County,New Jersey,2.89,0.02,3.01,0.03,2.71,0.04,553066,,2077.9430593196,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.03201541401447,0.029007237147103
1795,00882237,34041,923422762,15836120,Warren County,New Jersey,2.52,0.03,2.65,0.04,2.19,0.07,106293,,115.107623911917,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.74711257319267,0.100311405070146
1796,01702363,35001,3007639331,15855131,Bernalillo County,New Mexico,2.52,0.02,2.61,0.03,2.36,0.04,677692,,225.323559582085,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.73380241677382,0.298726248518062
1797,00929108,35003,17933557078,14197373,Catron County,New Mexico,2.46,0.27,2.37,0.28,3.55,1.57,3539,,0.197339545334343,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.42143638893181,1.74975202817221
1798,01702364,35005,15713867248,20519782,Chaves County,New Mexico,2.74,0.06,2.74,0.08,2.72,0.12,65459,,4.16568365806523,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,7.00843340435575,1.52434743594076
1799,00933051,35006,11758505178,5554603,Cibola County,New Mexico,2.84,0.09,2.82,0.11,2.89,0.2,26978,,2.29433925414903,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.37387095222679,1.16038039688482
1800,00929117,35007,9733110158,26299632,Colfax County,New Mexico,2.08,0.1,2.13,0.12,1.96,0.19,12353,,1.26917293644793,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.52003077908928,0.982990371646248
1801,00933053,35009,3640098081,8190595,Curry County,New Mexico,2.65,0.06,2.68,0.08,2.62,0.12,50199,,13.7905624746818,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.69569327352544,0.358413878088282
1802,00933054,35011,6016819484,29089486,De Baca County,New Mexico,2.88,0.43,2.47,0.41,3.68,0.96,2060,69,0.342373575520751,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.011467852772297,3.45513328107448,0.592344277024006
1803,00929109,35013,9863129095,17626170,Doña Ana County,New Mexico,2.71,0.03,2.75,0.05,2.65,0.08,215338,,21.8326251158127,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.54354097590949,0.946583555287889
1804,00936829,35015,10816898665,56282426,Eddy County,New Mexico,2.67,0.07,2.64,0.09,2.74,0.15,57437,,5.30993233632184,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.18657531078634,1.04301872680713
1805,00915980,35017,10259428091,15345466,Grant County,New Mexico,2.28,0.07,2.24,0.09,2.36,0.16,28061,,2.7351427146915,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.70902663880463,0.988513339203906
1806,00929111,35019,7847072131,2887948,Guadalupe County,New Mexico,2.59,0.34,3.08,0.51,1.68,0.28,4382,,0.558424840099128,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.11310086167677,0.773848050974431
1807,00933055,35021,5504963126,1162620,Harding County,New Mexico,2.18,0.41,2.23,0.44,2.08,0.7,459,69,0.0833793050914616,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.012534143902638,4.04813377699987,0.549399615012299
1808,00929106,35023,8905639714,23582051,Hidalgo County,New Mexico,2.43,0.14,2.38,0.17,2.57,0.34,4371,,0.490812579485854,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.57080131118785,0.851360619938411
1809,01702365,35025,11373850144,8360723,Lea County,New Mexico,3.05,0.06,3.09,0.08,2.98,0.15,70126,,6.16554632882984,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.65096853210071,1.09571372062203
1810,00929116,35027,12512530061,554839,Lincoln County,New Mexico,2.47,0.18,2.5,0.19,2.37,0.34,19482,,1.55699925634728,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.41875589983817,1.2175284353842
1811,01702366,35028,282827023,224479,Los Alamos County,New Mexico,2.41,0.07,2.53,0.09,2.08,0.17,18356,,64.9018605269554,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,0.961779610566831,0.0282466431905624
1812,00933057,35029,7679944776,433660,Luna County,New Mexico,2.64,0.08,2.62,0.14,2.67,0.18,24264,,3.15939771804422,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.50689514939372,0.734434259408889
1813,00929107,35031,14117193197,13684636,McKinley County,New Mexico,3.55,0.05,3.66,0.07,3.29,0.13,72849,,5.16030339625025,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.65054783607739,1.40516920534516
1814,01702367,35033,4988962798,6093304,Mora County,New Mexico,2.96,0.37,3.1,0.46,2.57,0.69,4563,,0.914618966858049,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.07111172159027,0.499349702515204
1815,00929104,35035,17126456771,36943378,Otero County,New Mexico,2.66,0.06,2.7,0.08,2.59,0.15,65745,,3.83879753290973,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.92127305937001,1.64898357947656
